27.90891667	-110.8980833
27.91125	-110.922
27.92012778	-110.9161194
27.90068333	-110.9228556
27.94053889	-110.8792444
27.96805556	-110.9195278
27.94111389	-110.9326889
27.90891667	-110.8980833
27.97978333	-110.1218333
27.62473333	-110.41585
27.6474         -110.4086667
27.64381667	-110.2942167
27.64381667	-110.2942167
27.87188889	-110.9136944
27.49641667	-109.9596917
27.51375556	-109.9108111
27.50833333	-109.9244444
27.477425	-109.9280028
27.44539722	-109.9411917
27.45563056	-109.9474889
27.26241667	-109.9480722
27.35395556	-109.0379861
27.36779444	-109.8948111
27.58100278	-109.9277667
27.48216389	-109.9406611
27.49390833	-109.9278083
29.10576111	-110.9196583
29.07965	-110.9486306
29.03239167	-110.9779056
29.04383889	-110.9852167
29.13723611	-111.0018972
29.11055556	-111.0203056
29.08939444	-111.0203056
29.14357778	-110.9862444
29.01958056	-110.9344222
28.84765833	-111.5001778
28.84198889	-111.4883
28.82338611	-111.9398583
28.824125	-111.9405056
28.82474167	-111.9377861
